A0A7R8UXN1	A0A7R8UXN1
A0A3Q3RBX3	A0A8D3A2L6
A0A3Q3RBX3	A0A3P8V1N6
A0A3Q3RBX3	A0A9W2XU26
A0A3Q3RBX3	A0A3B4XIW2
A0A3Q3RBX3	A0ABD2GYM4
A0A3Q3RBX3	A0A6I9P779
A0A3Q3RBX3	A0AAN7Y808
A0A3Q3RBX3	G3NY73
A0A3Q3RBX3	A0A6J2PR86
A0A3Q3RBX3	A0A0F8AHU9
A0A3Q3VRP7	A0A3Q3VRP7
A0A3Q3VRP7	A0A3Q3VRL7
A0A3Q3X5J7	A0A3Q3X5J7
A0A3Q3X5J7	A0A3B5MKL9
A0A3Q3X5J7	A0A3Q3WG11
A0A3Q3X5J7	A0A3Q3WNS5
A0A3Q3X5J7	A0A4W5MAY3
A0A3Q3X5J7	A0A3B5MG14
A0A3Q3X5J7	A0A3Q3WE30
A0A3Q3X5J7	A0A4W5M9C5
A0A3Q3X5J7	A0A3B5M6G3
A0A3Q3X5J7	A0A3Q3X683
A0A3Q3X5J7	A0A8C6NK39
A0A3Q3X5J7	A0A1A8UZ04
A0A3Q3X5J7	A0A3B5M4G9
A0A3Q3X5J7	A0A3B5M5L9
A0A3Q3X5J7	A0A3B5MKL0
A0A3Q3X5J7	A0A6G1PNB5
A0A3Q3X5J7	A0A8C9S791
A0A3Q3X5J7	A0A0P7WL38
A0A3Q3X5J7	A0A3B5M609
A0A3Q3X5J7	A0A8T2IGK6
A0A3Q3X5J7	A0ABD0WXE1
A0A3Q3X5J7	A0A8J6EMH3
A0A3Q3X5J7	A0A3Q3IUA3
A0A852IYG6	A0A852IYG6
A0A8B7NYQ9	A0A8B7NYQ9
A0A8B7NYQ9	A0A6A0GVD8
A0A8B7RSE0	A0A8B7RSE0
A0A8B8IF88	A0A8B8IF88
A0A8B8IF88	A0AAU9U1N2
A0A8B9NW95	A0A8B9NW95
A0A8B9NW95	A0A8B9V8C7
A0A8B9NW95	A0A8B9SKU4
A0A8B9NW95	A0A8C3C8N2
A0A8B9T725	A0A8B9T725
A0A8C0JAE5	A0A8C0JAE5
A0A8C0JCB9	A0A8C0JCB9
A0A8C0QEK6	A0A8C0QEK6
A0A8C0XF84	A0A8C0XF84
A0A8C1A838	A0A8C1A838
A0A8C1A838	A0A9Q9VNF9
Q7SYF1	Q7SYF1
P0CG03	P0CG03
P0CG03	Q072L6
P0CG03	A0A1Y0DIB6
P0CG03	A0A2I7YS51
Q27083	Q27083
Q76B45	Q76B45
P08897	P08897
P08897	A0A5B9T3C1
P05620	P05620
P05620	P82981
P05620	A0A077L6P3
P05620	A0A1W7RJX1
P05620	A0A194AQC1
P05620	Q9YGS1
P05620	Q2PQJ3
P05620	A0A2I7YS89
P05620	Q5W959
P05620	P0DJF5
P05620	A0A1W7RJU6
P0DJE9	P0DJE9
P18965	P18965
P18965	P18964
Q7PPZ8	Q7PPZ8
Q7PPZ8	A0A182XEX3
Q7PPZ8	A0A6E8VLE0
Q7PPZ8	A0A8W7PP03
Q7PPZ8	A0A1I8JTI2
Q7RTY9	Q7RTY9
Q14B24	Q14B24
Q14B24	Q6IE59
Q14B24	Q6UWY2
Q9QYZ9	Q9QYZ9
Q9QYZ9	P83748
P09650	P09650
P09650	P21812
P09650	P50340
P09650	Q91VB1
P09650	P97592
P09650	P00770
P09650	P11034
Q06606	Q06606
Q06606	P97594
Q06606	P43430
P11033	P11033
P11033	P08884
P11033	P08883
P11033	P13366
P12788	P12788
P12788	A0A8I5ZN99
P35003	P35003
P39675	P39675
P39675	P49275
P39675	O97370
P49276	P49276
Q5FBW2	Q5FBW2
Q5FBW2	Q5FBW1
C6ZDB5	C6ZDB5
P26324	P26324
P35049	P35049
P43685	P43685
P81824	P81824
P0DJF6	P0DJF6
P0DJF6	O13063
P0DJF6	Q71QI2
P0DJF6	K0IV83
P0DJF6	O13058
P0DJF6	O42207
P0DJF6	Q802F0
P0DJF6	A0A194APB8
P0DJF6	A0A194ARJ8
P0DJF6	B5U6Y3
P0DJF6	E0Y421
Q6H321	Q6H321
Q6H321	A0A9L0SMP3
Q6H321	A0A8C4LRB5
Q6H321	A0A452GEN4
P16295	P16295
P16295	Q19UG4
P16295	Q19UG1
P16295	Q19UG2
P16295	Q19UG3
P16295	Q19UG5
P16295	Q19UH5
P16295	Q19UH8
P16295	Q19UH9
P16295	Q19UI1
P16295	Q19UG9
P16295	Q19UG8
P16295	Q19UI4
P16295	Q19UI5
P16295	Q19UI3
P16295	Q19UJ0
P16295	Q19UG6
P23605	P23605
P23605	P23604
P35036	P35036
P35036	A0A182U9U3
P35036	A0A182VGJ0
P35036	A0A1Y9GKV0
P35036	A0A8W7Q4Q7
P35036	A0A240PL34
P35036	A0A1Y9J0J4
P35036	A0A6E8VUV9
P35036	P35041
P35036	A0A182V8R1
P35036	A0A6E8VUT1
P35036	A0A182ICF6
P35036	A0A182XL71
P35036	A0A182U4C7
P35036	A0A8W7PE36
P35036	A0A182T760
P35036	P35037
P35036	A0A182TJQ8
P35036	A0A182V8D5
P35036	A0A6E8VVI4
P35036	A0A1S4GXU9
P35036	A0A8W7Q4U1
P35036	A0A182PCQ7
P35036	A0A1Y9J180
P35036	A0A240PL37
P35036	P35038
P35036	A0A8W7Q4T2
P35036	A0A1Y9GLA7
P35036	A0A1Y9J0S1
P35036	A0A182TVG7
P35036	A0A1Y9IS50
P35036	A0A6E8VWD6
P35039	P35039
P35039	A0A1Y9IS53
P35039	A0A1Y9J0R7
P35039	A0A8W7Q4Q1
P35039	A0A6E8VWI8
P35039	A0A1Y9GKU4
P35039	P35040
P35039	A0A182UTX3
P35039	A0A8W7Q4Q9
P35039	A0A1Y9GLA3
P35039	A0A182XL69
P35039	A0A6E8VUV5
P35039	A0A1Y9HDW4
P35039	A0A240PNH9
P35039	A0A240PPX9
Q9TXD8	Q9TXD8
A6NIE9	A6NIE9
A6NIE9	A0A8B7RXU6
A6NIE9	A0A8C7BQ40
A6NIE9	A0A8C7EU89
A6NIE9	A0A8U0MR94
A6NIE9	A0A8C7BGR5
A6NIE9	A0A8C7BN76
Q14B25	Q14B25
Q5M8S2	Q5M8S2
Q5M8S2	Q6IE63
Q8K4I7	Q8K4I7
Q8K4I7	A0A8C6N269
Q8K4I7	A0A8C6I3U0
O35164	O35164
O35164	Q00356
P15119	P15119
Q9QUL7	Q9QUL7
A0A6J1W8N1	A0A6J1W8N1
C1IBY0	C1IBY0
D8MIA3	D8MIA3
D8MIA3	D8MIA2
D8MIA3	Q8JH85
D8MIA3	A0A194APA8
D8MIA3	A0A1W7RJU0
D8MIA3	A0A1W7RJX4
D8MIA3	E5L0E3
A0AAV8VQK7	A0AAV8VQK7
A0AAV8VRR4	A0AAV8VRR4
A0AAV8WFB0	A0AAV8WFB0
A0AAV8YUM2	A0AAV8YUM2
A0AAV8YUR5	A0AAV8YUR5
A0AAW0P7G5	A0AAW0P7G5
A0AAW0UV15	A0AAW0UV15
A0AAW0XWV9	A0AAW0XWV9
A0AAW0ZEH9	A0AAW0ZEH9
A0AAW0ZEH9	A0A0L7R6K5
A0AAW0ZEH9	A0A9B7CYH1
A0AAW0ZEH9	A0AA40FNN2
A0AAW0ZEH9	A0AAJ7JFB2
A0AAW0ZLR3	A0AAW0ZLR3
A0AAW0ZLR3	A0AAW0ZND1
A0AAW1B639	A0AAW1B639
A0AAW1CQ45	A0AAW1CQ45
A0AAW1CQ45	A0AAW1CJC3
A0AAW1D1F9	A0AAW1D1F9
A0AAW1TJL6	A0AAW1TJL6
A0AAW1UFR7	A0AAW1UFR7
A0AAW1UJ37	A0AAW1UJ37
A0AAW1V9K8	A0AAW1V9K8
A0AAW1ZM23	A0AAW1ZM23
A0AAW2ABF6	A0AAW2ABF6
A0AAW2ABF6	A0A673GUE7
A0AAW2ABF6	A0A673GSX6
A0AAW2ABF6	A0A673GUP9
A0AAW2ABF6	A0A673GSA8
A0AAW2ABF6	A0A673GTU6
A0AAW2ABF6	A0A673GU11
A0AAW2ABF6	A0A673GUB3
A0AAW2ABF6	A0A671L725
A0AAW2ABF6	A0A673GSK9
A0AAW2ABF6	A0A673GU14
A0AAW2G9Q6	A0AAW2G9Q6
A0AAW2G9Q6	A0A195DI59
A0AAW2G9Q6	Q7SIG2
A0AAW2G9Q6	F4WBT3
A0AAW2G9Q6	A0A158NW95
A0AAW2G9Q6	A0A195BEB8
A0AAW2HI88	A0AAW2HI88
A0AAY4A4U8	A0AAY4A4U8
A0AAY4DAI5	A0AAY4DAI5
A0AAY4DAI5	A0AAY4D9U7
A0AAY4EQP4	A0AAY4EQP4
A0AAY5EXZ3	A0AAY5EXZ3
A0AAY5KUC9	A0AAY5KUC9
A0AAY5KUC9	A0A6Q2YUJ0
A0AAZ3SRY0	A0AAZ3SRY0
A0AAZ3SRY0	Q561U4
A0AAZ3SRY0	A0A672LRW8
A0AAZ3SRY0	A0A6Q2XJH8
A0AAZ3SRY0	A0A4W5KQK8
A0AAZ3SRY0	A0A667XTI0
A0AAZ3SRY0	A0A671Q8V7
A0AAZ3SRY0	A0A673WAV4
A0AAZ3SRY0	A0A674DY66
A0AAZ3SRY0	A0A6J2UJQ9
A0AAZ3SRY0	A0A6J2UKF7
A0AAZ3SRY0	A0A8C1CHE2
A0AAZ3SRY0	A0A8C2K9Y1
A0AAZ3SRY0	A0A8C6TXM2
A0AAZ3SRY0	A0AA47MJ27
A0AAZ3SRY0	A0A5A9PNH5
A0AAZ3SRY0	A0A672LDJ9
A0AAZ3SRY0	A0A8C6TVY5
A0AAZ3SRY0	A0A8C7IUU6
A0AAZ3SRY0	A0AAN9DTI6
A0AAZ3SRY0	A0A673MEV1
A0AAZ3SRY0	A0A6P6KIV5
A0AAZ3SRY0	A0A9W7X4W9
A0AAZ3SRY0	A0AAN8LU32
A0AAZ3SRY0	A0ABD0XIM8
A0AAZ3SRY0	A0A4W5NHC8
A0AAZ3SRY0	A0A673W1G4
A0AAZ3SRY0	A0A7J6CVM2
A0AAZ3SRY0	A0A8C7P9Z0
A0AAZ3SRY0	A0A8U0Q8R1
A0AAZ3SRY0	A0AAW2AGM7
A0AAZ3SRY0	P80646
A0AAZ3SRY0	A0A3P8R2T0
A0AAZ3SRY0	A0A3P8R224
A0AAZ3SRY0	A0A3P8UQA9
A0AAZ3SRY0	A0A3P8UYR6
A0AAZ3SRY0	A0A3P9AAB8
A0AAZ3SRY0	A0A3P9H9K0
A0AAZ3SRY0	A0A3P9K0D8
A0AAZ3SRY0	A0A3P9LP26
A0AAZ3SRY0	A0A671KM41
A0AAZ3SRY0	A0A673M6J7
A0AAZ3SRY0	A0A8C1MPB6
A0AAZ3SRY0	A0A8C9Z8W1
A0AAZ3SRY0	A0A6A5FG14
A0AAZ3SRY0	A0AAV7L0N5
A0AAZ3SRY0	A0AAV7L6E2
A0AAZ3SRY0	A0ABD1JNL6
A0AAZ3SRY0	F7J8C1
A0AAZ3SRY0	Q9PWQ6
A0AAZ3SRY0	A0A3P8RII1
A0AAZ3SRY0	A0AAQ5ZIM9
A0AAZ3SRY0	A0A5C6NLI7
A0AAZ3SRY0	Q4SEW3
A0AAZ3SRY0	A0A671VC72
A0AAZ3SRY0	A0A3Q1FUP8
A0AAZ3SRY0	G5EMR0
A0AAZ3SRY0	A0A672FTH6
A0AAZ3SRY0	A0A6G0J2J7
A0AAZ3SRY0	A0A9Q0DUK9
A0AAZ3SRY0	A0A9Q0DQK1
A0AAZ3SRY0	A0A9Q1IBQ2
A0AAZ3SRY0	A0AAW0Q6G9
A0AAZ3SRY0	A0A3P8UJ65
A0AAZ3SRY0	A0A3B3HV43
A0AAZ3SRY0	A0A3Q2WF38
A0AAZ3SRY0	A0A8C7ZEB8
A0AAZ3SRY0	A0A8C7ZIP3
A0AAZ3SRY0	A0AAV6G4U7
A0AAZ3SRY0	A0AA88NCE8
A0AAZ3SRY0	A0AA88Q5P2
A0AAZ3SRY0	A0A3B3ZT01
A0AAZ3SRY0	A0A3B4GPH8
A0AAZ3SRY0	A0A3Q1IFU4
A0AAZ3SRY0	A0A4U5TW10
A0AAZ3SRY0	A0A553MTK4
A0AAZ3SRY0	A0A6G0J2W5
A0AAZ3SRY0	A0A6P7M2M4
A0AAZ3SRY0	A0A834C1A0
A0AAZ3SRY0	A0A3B3DUI1
A0AAZ3SRY0	A0AAR2K1S8
A0AAZ3SRY0	A0AAR2K169
A0AAZ3SRY0	A0AAR2IS73
A0AAZ3SRY0	A0AAY4F0L7
A0AAZ3SRY0	A0A3Q2QRJ0
A0AAZ3SRY0	A0A3Q2PKG2
A0AB39YYA1	A0AB39YYA1
A0AB39YYA1	A0ABM5GWY4
A0AB39YYA1	A0A6P4DYZ2
A0AB39YYA1	A0A9Q0BJQ7
A0AB39YYA1	B3NVL1
A0AB39YYA1	B4Q1T5
A0AB39YYA1	Q9VXC9
A0AB39YYA1	A0A6P8KTL8
A0AB39YYA1	B4R616
A0AB39YYA1	B4IER6
A0AB39ZIX8	A0AB39ZIX8
A0AB39ZIX8	A0A6P4F836
A0AB39ZIX8	Q9VRD1
A0AB39ZIX8	Q9VRD0
A0AB39ZIX8	A0A6P8KME8
A0AB39ZIX8	B3NY52
A0AB39ZIX8	B4I6C3
A0AB39ZIX8	B4PYL0
A0AB39ZIX8	B4R3C1
A0AB39ZIX8	A0A6P8KUV6
A0AB39ZIX8	A0AB39ZL64
A0AB39ZIX8	B4PYK9
A0AB39ZIX8	A0A9P9YDQ5
A0AB39ZIX8	B4I6C2
A0AB39ZIX8	B4R3C0
A0AB39ZIX8	A0A6P4FH05
A0AB39ZIX8	A0A9P9YCV0
A0AB39ZIX8	B3NY53
A0AB39ZIX8	A0A6P4INR2
A0AB39ZIX8	A0A6P4IM85
A0AB39ZIX8	A0AAU9G128
A0AB39ZIX8	A0A3B0KNH2
A0AB39ZIX8	A0A6I8UGI8
A0AB39ZW68	A0AB39ZW68
A0AB39ZW68	B4IU77
A0AB39ZWR6	A0AB39ZWR6
A0ABD0SM29	A0ABD0SM29
A0ABD0STP7	A0ABD0STP7
A0ABD0STP7	A0ABD0SY36
A0ABD0T1W4	A0ABD0T1W4
A0ABD0T2E1	A0ABD0T2E1
A0ABD0T5K0	A0ABD0T5K0
A0ABD0TJC8	A0ABD0TJC8
A0ABD0TK03	A0ABD0TK03
A0ABD0TLC4	A0ABD0TLC4
A0A7M6UV29	A0A7M6UV29
A0A7M7IM18	A0A7M7IM18
A0A7M7IM18	A0A7M6US53
A0A7M7IM18	A0A7M7H941
A0A7M7IQW6	A0A7M7IQW6
A0A7M7PXX5	A0A7M7PXX5
A0A7M7PXX5	A0A232EZ29
A0A7M7PXX5	A0A7M6W8H0
A0A7M7QNZ4	A0A7M7QNZ4
A0A7N6FLW1	A0A7N6FLW1
A0A7N6FLW1	A0A3Q1JV11
A0A7N6FLW1	A0A3Q1JP14
A0A7N6FLW1	A0A3Q1KG91
A0A7N6FLW1	A0AAQ6IR05
A0A7N9AZJ2	A0A7N9AZJ2
A0A7N9AZJ2	A0A7N8Y117
A0A7R8UYD1	A0A7R8UYD1
A0A7R8WKE4	A0A7R8WKE4
A0A7R8YVE9	A0A7R8YVE9
A0A7R9HTV6	A0A7R9HTV6
A0A7R9KR10	A0A7R9KR10
A0A7R9KRK1	A0A7R9KRK1
A0A7R9LKZ1	A0A7R9LKZ1
A0A7R9LKZ1	A0A7R9QIY8
A0A7R9M1H3	A0A7R9M1H3
A0A7R9M3G4	A0A7R9M3G4
A0A7R9M3G4	A0A7R9MH45
A0A7R9MKQ8	A0A7R9MKQ8
A0A7R9PVS9	A0A7R9PVS9
A0A7S2N3J2	A0A7S2N3J2
A0A7W7H2D8	A0A7W7H2D8
A0A803J9F5	A0A803J9F5
A0A803SM14	A0A803SM14
A0A803SM14	A0A803SNP4
A0A803SM14	A0A803TUE4
A0A803SM14	A0A6J0SF27
A0A803SM14	A0A9Q0X6C2
A0A803SM14	A0A670JGQ8
A0A803SM14	A0A803TDR6
A0A803SM14	A0AA97KE98
A0A803SM14	A0AA97KI82
A0A803TJD6	A0A803TJD6
A0A803VE20	A0A803VE20
A0A811ZKF2	A0A811ZKF2
A0A811ZKF2	A0A5E4A6M9
A0A811ZKF2	A0A9L0S4Q1
A0A811ZKF2	A0A671EEZ8
A0A811ZKF2	A0A8C5W536
A0A811ZKF2	A0A8C7AIW1
A0A811ZKF2	A0A3Q0E7J7
A0A811ZKF2	A0A2J8VVQ9
A0A811ZKF2	A0A3Q0E417
A0A819M7Z6	A0A819M7Z6
A0A821R2P8	A0A821R2P8
A0A821R2P8	A0A821R5X8
A0A821SK75	A0A821SK75
A0A821SK75	A0A9P0TPA6
A0A834CRL7	A0A834CRL7
A0A834IN97	A0A834IN97
A0A834IN97	A0A834MJM9
A0A834IN97	A0A834MEK8
A0A834JAX1	A0A834JAX1
A0A834MGK7	A0A834MGK7
A0A834XW37	A0A834XW37
A0A834XXC4	A0A834XXC4
A0A834Y377	A0A834Y377
A0A834Y377	A0A834Y3L4
A0A834Y4V1	A0A834Y4V1
A0A835GLL5	A0A835GLL5
A0A835GLL5	A0A9J7EP12
A0A835GLL5	A0A9P0N1A7
A0A835GLL5	A0A7E5W8R8
A0A835GLL5	A0AAD8DNK0
A0A835L2L2	A0A835L2L2
A0A836K0F1	A0A836K0F1
A0A840NJV1	A0A840NJV1
B4KM64	B4KM64
B4KWQ1	B4KWQ1
B4KXH6	B4KXH6
B4KXH6	B4LFV0
B4KZJ9	B4KZJ9
B4LE61	B4LE61
B4LE61	A0A6J1LBF1
B4LEZ9	B4LEZ9
B4LHE0	B4LHE0
B4LHR2	B4LHR2
B4LQ53	B4LQ53
B4LZH5	B4LZH5
B4M667	B4M667
B4M667	B4KBT7
B4MIW8	B4MIW8
B4MLM3	B4MLM3
B4MLM3	Q9VRT2
B4MLM3	B4L9Q0
B4MLM3	B4MLM4
B4MLQ2	B4MLQ2
B4MV74	B4MV74
B4MV74	Q8IQ10
B4MV74	A0A6P4JT74
B4MV74	A0AAD4PMB8
B4MV74	B3MP30
B4MV74	A0A6J2U4T0
B4MV74	A0A6P4F5Z8
B4MV74	A0A6P8K3Y6
B4MV74	A0A9P9YV48
B4MV74	B4JQG1
B4MV74	A0AB39Z0G1
B4MV74	B4NXX8
B4MV74	A0A6I8VZF6
B4MV74	B3N333
B4MV74	B4G9F7
B4MV74	B4I2Z7
B4MV74	B4LRU7
B4N8Y8	B4N8Y8
B4N8Y8	Q9VGC0
B4N8Y8	B3LZM6
B4N9K9	B4N9K9
B4NF96	B4NF96
B4P0K0	B4P0K0
B4P0V8	B4P0V8
B4P0V8	Q9VJR8
B4P0V8	A0A0J9R205
B4P0V8	B3N5L1
B4P4H8	B4P4H8
B4P4H8	Q4V3S6
B4P4H8	A0JQ46
B4P4H8	A0A6P4E5B9
B4P4H8	B4NSH6
B4P4H8	A0A6P4HMI2
B4P4H8	A0AAU9GF00
B4P4H8	B4HQI6
B4P4H8	A0A6P8J844
B4P4H8	A0A3B0J3M2
B4P4H8	B3NRL2
B4P4H8	A0AB39ZU85
B4P6I8	B4P6I8
B4P6I8	P35005
B4P6I8	P54627
B4P6I8	B3NSH8
B4P6I8	Q6XI43
B4P6I8	A0A0M3QVF0
B4P6I8	A0A6P8X567
B4P6I8	A0A9Q0BPR3
B4P6I8	A0AAU9GBW1
B4P6I8	A0A0J9RAC1
B4P6I8	A0A6P4ES03
B4P6I8	A0A6P4IVE7
B4P6I8	A0A6P8JBP9
B4P6I8	A0AB39Z938
B4P6I8	B4GGG2
B4P6I8	A0A3B0JN02
B4P6I8	A0A6I8UVK7
B4P6I8	B3MFA1
B4P6I8	B4LJ11
B4P6I8	B4MR42
B4P6I8	A0A484B803
B4P6I8	B4JVV5
B4P6I8	B4KTX0
B4P6I8	A0A6J1L2V3
B4P6I8	A0ABM1PLQ2
B4P7A1	B4P7A1
B4P7A1	B3NQ99
B4P7A1	A1ZA39
B4P8Y4	B4P8Y4
B4PZX7	B4PZX7
B4Q1T9	B4Q1T9
B4Q1T9	B3NVL5
B4Q1T9	A0A6P4JBH5
B4Q1T9	A0A6P4E246
B4Q1T9	A0ABM5GZ11
B4Q1T9	Q9VXC5
B4Q1T9	A0A6P8L421
B4Q1T9	A0AB39YY80
B4Q1T9	A0A9P9YC28
B4Q1T9	B3MWA6
B4Q1T9	A0AAU9FZK4
B5DTT4	B5DTT4
B5DTT4	A0A6I8V1M4
B5DTT4	B4GKA1
B5DTT4	Q9W5U8
B5DTT4	A0A6P4E2S3
B5DTT4	A0A6P8LDR5
B5DTT4	B3NM33
B5DTT4	B4PBJ1
B5DTT4	B4QAI2
B5DTT4	A0A6P4HU37
B5DTT4	A0AAD4K3K5
B5DTT4	A0AB39ZYC6
B5DTT4	B3MKV2
B5DTT4	B4N136
B5DTT4	A0A6P8XT39
B5DTT4	B4N135
B6D1Q7	B6D1Q7
B9X253	B9X253
C3KJU3	C3KJU3
C3W4P7	C3W4P7
A0A8B9TEZ4	A0A8B9TEZ4
A0A8B9TEZ4	A0A6J3EBJ9
A0A8B9TEZ4	A0A6I8QPJ5
A0A8B9TEZ4	Q6GPY5
A0A8B9TEZ4	F6R8M2
A0A8B9TEZ4	A0A1L8HIF2
A0A8B9TEZ4	F7C356
A0A8B9TEZ4	Q8QGF6
A0A8B9TEZ4	A0A6I8RBC3
A0A8B9TEZ4	A0A8T2JGG2
A0A8B9TEZ4	A0A6I8PV22
A0A8B9TEZ4	A0A6I8RE43
A0A8B9TEZ4	A0A7L0MUF1
A0A8B9TEZ4	H3BI50
A0A8B9WTG6	A0A8B9WTG6
A0A8C0CLY5	A0A8C0CLY5
A0A8C0LJG0	A0A8C0LJG0
A0A8C0LJG0	A0A5F7ZN62
A0A8C0LJG0	A0A8I5NRU2
A0A8C0LJG0	A0A671DSU7
A0A8C0LJG0	A0A2Y9FT44
A0A8C0LJG0	A0A8C6FAW0
A0A8C0LJG0	A0A1U7UF62
A0A8C0PU13	A0A8C0PU13
A0A8C0PU13	P19236
A0A8C1CFS8	A0A8C1CFS8
A0A8C1CFS8	A0A8C1QR63
A0A8C1KW84	A0A8C1KW84
A0A8C1QWG7	A0A8C1QWG7
A0A8C1QWG7	A0A8C1M1R6
A0A8C1QWG7	A0A8C1M2Z6
A0A8C1QWG7	A0A8C1M588
A0A8C1QWG7	A0A671Q1D3
A0A8C1QWG7	A0A673KBB9
A0A8C1QWG7	A0A8C1M030
A0A8C1QWG7	A0A8C1XMT8
A0A8C1QWG7	A0A8C1XW35
A0A8C1QWG7	A0A8C1XTC7
A0A8C1QWG7	A0A8C0YPU3
A0A8C1QWG7	A0A9Q9X805
A0A8C1QWG7	A0A6P6R6T9
A0A8C1QWG7	A0A8C2ECG6
A0A8C1QWG7	A0A671Q4C1
A0A8C1QWG7	A0A8C1XQG0
A0A8C1QWG7	A0A671Q2W2
A0A8C1QWG7	A0A671Q9X1
A0A8C1QWG7	A0A671Q4W0
A0A8C1QWG7	A0A671Q4Y3
A0A8C1QWG7	A0A671QAL8
A0A8C1QWG7	A0A673K5B3
A0A8C1QWG7	A0A673K9E2
A0A8C1QWG7	A0A671Q1C8
A0A8C1QWG7	A0A673K9K9
A0A8C1QWG7	A0A673KBF1
A0A8C1QWG7	A0A671Q2A2
A0A8C1QWG7	A0A671Q4Q6
A0A8C1QWG7	A0A673K5J1
A0A8C1QWG7	A0A673K258
A0A8C1QWG7	A0A673K677
A0A8C1REC6	A0A8C1REC6
A0A8C1X6Z1	A0A8C1X6Z1
A0A8C1X6Z1	A0A8C1E5A4
A0A8C1X6Z1	A0A8C1ACA7
A0A8C2HMQ8	A0A8C2HMQ8
A0A7J8G0H2	A0A7J8G0H2
A0A7K4X755	A0A7K4X755
A0A7K6G8X3	A0A7K6G8X3
G9MZZ8	G9MZZ8
H0VLD3	H0VLD3
H0VLD3	A0A8C0ZN42
H0VLD3	A0A8C0W7Y3
H0VLD3	H0WY45
H0VUR5	H0VUR5
H0VUR5	P12323
H0VUR5	H0WDC5
H0VUR5	A0A8C2V2M2
H0VUR5	A0A6P6DRC0
H0VZE1	H0VZE1
H0X534	H0X534
H0XJL5	H0XJL5
H2L8P8	H2L8P8
H2LXT2	H2LXT2
H3AFF0	H3AFF0
H3CMH7	H3CMH7
H3DEU3	H3DEU3
H3GRH9	H3GRH9
H3GRH9	H3H4B6
H3GRH9	H3GUG9
H3GRK2	H3GRK2
H9G5K5	H9G5K5
H9G5K5	P40313
H9GPR9	H9GPR9
I3L7Z2	I3L7Z2
J3JVK5	J3JVK5
J7MF51	J7MF51
K0K7C3	K0K7C3
K4R1F9	K4R1F9
K4R1F9	A0A177HGI0
K4R1F9	A0AAI8PM54
K4R1F9	A0AB39SJ97
K4R1F9	A0A2N9B454
K4R1F9	A0AB39Q8D5
K4R1F9	A0AB39QZ35
K4R1F9	A0A0K2B0R9
K4R1F9	A0AB39N739
K9J7U7	K9J7U7
M3ZG05	M3ZG05
M3ZG05	A0A3B3VNK9
M3ZG05	A0A3B3WF80
M3ZG05	A0A087XS93
M4BNK7	M4BNK7
N6UDT5	N6UDT5
Q01136	Q01136
A0A182JA34	A0A182JA34
A0A182JG64	A0A182JG64
A0A182JG64	A0A182MSW8
A0A182JG64	A0A182QBP0
A0A182JH66	A0A182JH66
A0A182JH66	A0AAG5D4A3
A0A182KGT7	A0A182KGT7
A0A182KGT7	A0A182SJ21
A0A182MRA0	A0A182MRA0
A0A182PP23	A0A182PP23
A0A182QET1	A0A182QET1
A0A182QET1	A0A182P239
A0A182QET1	A0AAG5DCJ0
A0A182QQG4	A0A182QQG4
A0A182QRY3	A0A182QRY3
A0A182QS42	A0A182QS42
A0A182QSI1	A0A182QSI1
A0A182SQ70	A0A182SQ70
A0A182SYG9	A0A182SYG9
A0A182SYG9	A0A182TII5
A0A182SYG9	A0A182MMI4
A0A182SYG9	A0A1Y9J0H5
A0A182SYG9	A0A1I8JUK7
A0A182SYG9	A0A1Y9IVV6
A0A182UEP7	A0A182UEP7
A0A182UEP7	A0AAG5DS60
A0A182W926	A0A182W926
A0A182X7U0	A0A182X7U0
A0A182Y3G3	A0A182Y3G3
A0A1A9UD76	A0A1A9UD76
A0A1A9UD76	A0A1B0C3J9
A0A1A9UD76	A0A9C5Z4I4
A0A1A9UD76	A0A1B0F9S8
A0A1A9UD76	A0A1A9X5G4
A0A1A9WPP6	A0A1A9WPP6
A0A1A9WPP6	A0A1B0ALE3
A0A1A9WPP6	A0A1A9ZZT8
A0A1A9WPP6	A0A1A9VZ00
A0A1B0B946	A0A1B0B946
A0A1B0BR19	A0A1B0BR19
A0A1B0C8T5	A0A1B0C8T5
A0A1B0DA37	A0A1B0DA37
A0A1B0DPM0	A0A1B0DPM0
A0A1B0DPM0	A0A7G3B196
A0A1B0DPM0	A0A1L8DQH5
A0A1B0DPM0	A0A1B0CUP1
A0A1B0DPM0	A4UCN4
A0A1B0DPM0	Q7Z0G0
A0A1B0DPM0	A0A1L8DQU1
A0A1B0DPM0	A0A1L8DQE6
A0A1B0DPM0	A0A1L8DQQ8
A0A1B0DPM0	A0A7G3ABS4
A0A1B0FN36	A0A1B0FN36
A0A1B0FN36	A0A1B0FMH6
A0A1B0FN36	A0A1A9VYZ9
A0A226EQC5	A0A226EQC5
A0A401RIM0	A0A401RIM0
A0A4Z2HM26	A0A4Z2HM26
A0A4Z2HM26	A0A9Y3RNQ4
A0A4Z2HM26	A0A3B4GI89
A0A4Z2HM26	A0AAD9BBH5
A0A5N3ULK1	A0A5N3ULK1
A0A5N3ULK1	A0A5N3ULK2
A0A5N5SLQ7	A0A5N5SLQ7
A0A6A5EJ93	A0A6A5EJ93
A0A7M7JQT4	A0A7M7JQT4
A0A7M7JQT4	A0A1V9XB34
A0A922M328	A0A922M328
